field_1,V1,Объек,Номер,назва,Комме,Идент,FiasAuxSub,FiasAuxObj,Иден_1,Иден_2,Иден_3,Иден_4,Иден_5,Иден_6,Иден_7,Иден_8,Иден_9,Полны,На ка�,Id-Рег�,Регио,учетн,Id-Кат�,Катег,Id-Тип,Тип о�,Id-Вид,Вид о�,описа,текст,Id-общ�,Id-При�,Прина,Id-Осо�,Особо,идент,дата �,GeoId,X,Y,наиме,Изобр,зоны �,Items,Id - ид�,призн,приз_1,год п�,год п�_1,парам,относ,катег,дата_1,дата �_1,address,lat,lon,raw,longitude,latitude
98,98,Дом Иванова,631410142680005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, ул. Молодогвардейская, 142","{""""""""coordinates"""""""":[50.0996,53.192307],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-39209,2,Регионального значения,NA,NA,1,Памятник,,"Границы территории объекта культурного наследия описываются  11-ю точками и начинаются в северной т.1, расположенной на углу обреза фундаме","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1880-1890 гг.,NA,50.099600000000002,53.192307000000000,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета народных депутатов «О выполнении Закона РСФСР «Об охране и и","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/3956513"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1173075"""""""",""""""""title"""""""":""""""""3956513""""""""}","Границы охранной зоны, ОЗ описываются 21-й точкой и начинаются в северной т.1, расположенной в глубине квартала. Далее в юго-восточном направ",,172643,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/172643,heritage,NA,2022-10-12 12:25:52,"Самарская область, г. Самара, ул. Молодогвардейская, 142",53.192309999999999,50.099519999999998,"{coordinates:[50.0996,53.192307],type:Point}","50.0996","53.192307"
99,99,Облсовпроф,631410272090005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район, ул. Куйбышева, 90","{""""""""coordinates"""""""":[50.089171,53.189086],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-38499,2,Регионального значения,NA,NA,1,Памятник,"Объемно-пространнственная и планировочная структура объекта культурного наследия: пятиэтажное кирпичное с подвалом, прямоугольное в  пл�",На основании кадастровой выписки о земельном участке (выписки из государственного кадастра недвижимости) от 11 июня 2010 года N 63-00-102/10-250265 пр�,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1914 г.,NA,50.089171000000000,53.189086000000003,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета депутатов трудящихся  «Об охране памятников истории и культ�","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4790190"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1165100"""""""",""""""""title"""""""":""""""""4790190""""""""}","Для объекта культурного наследия регионального значения """"""""Банк внешней торговли"""""""" установлена следующая зона охраны:  - Охранная зона.",,172666,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/172666,heritage,NA,2022-10-19 07:51:58,"Самарская область, г. Самара, Самарский район, ул. Куйбышева, 90",53.189169999999997,50.089630000000000,"{coordinates:[50.089171,53.189086],type:Point}","50.089171","53.189086"
100,100,Дом Комаровых,631410146770005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район, ул. Куйбышева, д. 61-63, литера А","{""""""""coordinates"""""""":[50.08759,53.183695],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-38899,2,Регионального значения,NA,NA,1,Памятник,,1-2 Отрезок границы проходит в направлении юго-запад   в дворовой части здания  2-3 Отрезок границы проходит по зданию в направлении   северо-з,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,конец XIX века,NA,50.087589999999999,53.183695000000000,"[{""""""""name"""""""":""""""""Постановление Правительства Самарской области """""""",""""""""number"""""""":""""""""674"""""""",""""""""date"""""""":""""""""2014-10-31"""""""",""""""""archive"""""""":{""""""""id"""""""":402229,""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/412059"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1174047"""""""",""""""""title"""""""":""""""""412059""""""""}",,,175241,1,NA,"2014",NA,NA,/cdm/v2/heritages/1/175241,heritage,NA,2022-06-06 10:16:07,"Самарская область, г. Самара, Самарский район, ул. Куйбышева, д. 61-63, литера А",53.183869999999999,50.086790000000001,"{coordinates:[50.08759,53.183695],type:Point}","50.08759","53.183695"
101,101,Жилой дом,631410128830005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Ленинский район, ул. Красноармейская, 62",,63,Самарская область,63-3693,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание пятиэтажное, П-образной формы в плане, с боковыми шестиэтажны","Границы территории объекта культурного наследия описываются 4-я точками, проходят по периметру данного ОКН и начинаются в северной т.1. Дал","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1940-е гг.,NA,50.112340000000003,53.191310000000001,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета народных депутатов  «О выполнении Закона РСФСР «Об охране и �","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4700279"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1175902"""""""",""""""""title"""""""":""""""""4700279""""""""}",Приказ управления государственной охраны объектов культурного наследия Самарской области «Об утверждении границ зон охраны объектов ку�,,175270,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/175270,heritage,NA,2023-10-04 07:52:27,"Самарская область, г. Самара, Ленинский район, ул. Красноармейская, 62",53.191310000000001,50.112340000000003,,NA,NA
104,104,Дом Зарубалова,631410150360005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Ленинский район, ул. Ярмарочная, 16","{""""""""coordinates"""""""":[50.1157353091923,53.2010078016402],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-40169,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание четырехэтажное, возведенное из глиняного кирпича на известк�",Границы территории объекта культурного наследия описываются 4-я точками и начинаются в северной т.1. Далее  параллельно ул. Ярмарочная до т.,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,нач. XX в.,NA,50.115735309192303,53.201007801640202,"[{""""""""name"""""""":""""""""Решение  Исполнительного комитета  Куйбышевского областного совета народных депутатов о выполнении закона РСФСР \""""""""Об охране  �","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4703474"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1174498"""""""",""""""""title"""""""":""""""""4703474""""""""}","Приказ управления государственной охраны объектов культурного наследия Самарской области """"""""Об утверждении границ зон охраны объектов к�",,175463,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/175463,heritage,NA,2023-07-06 06:54:02,"Самарская область, г. Самара, Ленинский район, ул. Ярмарочная, 16",53.200910000000000,50.115789999999997,"{coordinates:[50.1157353091923,53.2010078016402],type:Point}","50.1157353091923","53.2010078016402"
109,109,Дом купчихи А.А.Юриной,631410153350005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, ул. Венцека, д.49, литеры А, А1","{""""""""coordinates"""""""":[50.090815,53.184591],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-40532,2,Регионального значения,NA,NA,1,Памятник,Композиционное построение и декор главного фасада:  - внешний архитектурный облик здания решен в стиле эклектики с чертами классицизма и м,1-2 Отрезок границы проходит по зданию в направлении   юго-запад вглубь квартала перпендикулярно ул. Венцека  2-3 Отрезок границы проходит в н,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1900-1901 гг.,NA,50.090814999999999,53.184590999999998,"[{""""""""name"""""""":""""""""Постановление Правительства Самарской области \""""""""О включении в единый государственный реестр объектов культурного наследия (п","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4639329"""""""",""""""""title"""""""":""""""""4639329""""""""}",,,177526,1,NA,"2014",NA,NA,/cdm/v2/heritages/1/177526,heritage,NA,2023-06-01 13:59:59,"Самарская область, г. Самара, ул. Венцека, д.49, литеры А, А1",53.184629999999999,50.090719999999997,"{coordinates:[50.090815,53.184591],type:Point}","50.090815","53.184591"
110,110,Особняк Ф.М. Наймушина,631410274290005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район, ул. Степана Разина, 106","{""""""""coordinates"""""""":[50.086206,53.188174],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-40566,2,Регионального значения,NA,NA,1,Памятник,"Первоначальный внешний архитектурный облик здания, включая композиционное построение и декор фасадов, первоначальное металлическое огр�",,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1900 г.,NA,50.086205999999997,53.188173999999997,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского  областного совета народных депутатов \""""""""О выполнении закона РСФСР \""""""""Об охран�","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/841856"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1165101"""""""",""""""""title"""""""":""""""""841856""""""""}",,,178064,1,NA,NA,NA,NA,/cdm/v2/heritages/1/178064,heritage,2017-05-11 07:39:08,NA,"Самарская область, г. Самара, Самарский район, ул. Степана Разина, 106",53.188200000000002,50.086260000000003,"{coordinates:[50.086206,53.188174],type:Point}","50.086206","53.188174"
111,111,Дом Суханова,631410165670005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, ул. Водников, 22/ ул.Крупской, 4, литера А",,63,Самарская область,63-41260,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание двухэтажное с подвалом, кирпичное, прямоугольной формы в пла�","Граница территории «ТП» описывается 12-ю точками:  - начинается в северной т.1, совпадающей с северной точкой земельного участка с кадастров�","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,около 1850 г.,NA,50.076580000000000,53.180660000000003,"[{""""""""name"""""""":""""""""Решение Исполнительного Комитета Куйбышевского областного Совета народных депутатов «О выполнении закона РСФСР «Об охране и и","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4769445"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1177143"""""""",""""""""title"""""""":""""""""4769445""""""""}","Для объекта культурного наследия регионального значения «Дом Суханова, уточненное наименование: Дом торгово-промышленного товарищества",,183664,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/183664,heritage,NA,2023-01-13 08:09:48,"Самарская область, г. Самара, ул. Водников, 22/ ул.Крупской, 4, литера А",53.180660000000003,50.076580000000000,,NA,NA
112,112,Дом специалистов,631410165870005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район,  ул. Галактионовская, 38","{""""""""coordinates"""""""":[50.0976060502622,53.1866308874117],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-41262,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание 12-секционное, переменной этажности, Н-образное в плане,   - кон�","Границы территории описываются 30-ю точками и начинается   в северной т.1, расположенной на обрезе фундамента данного ОКН. Далее   в общем юго","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1934 - 1936 гг.,NA,50.097606050262200,53.186630887411702,"[{""""""""name"""""""":""""""""Решение Исполнительного Комитета Куйбышевского областного Совета народных депутатов «О выполнении закона РСФСР «Об охране и и","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4775277"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1176622"""""""",""""""""title"""""""":""""""""4775277""""""""}",Граница зоны регулирования застройки и хозяйственной деятельности описывается 21-ой точками и начинается в северной т.1. Далее в юго- восто�,,183825,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/183825,heritage,NA,2023-01-13 07:57:07,"Самарская область, г. Самара, Самарский район,  ул. Галактионовская, 38",53.186599999999999,50.097560000000001,"{coordinates:[50.0976060502622,53.1866308874117],type:Point}","50.0976060502622","53.1866308874117"
113,113,Здание Волжско-Камского коммерческого банка,631410165910006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район, Куйбышева ул., 92","{""""""""coordinates"""""""":[50.08953697553234,53.189502777994385],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-41986,1,Федерального значения,NA,NA,1,Памятник,"Объёмно-пространственная и планировочная структура объекта культурного наследия: здание трёхэтажное кирпичное с подвалом, Т-образное в п",,"[{""""""""id"""""""":""""""""2"""""""",""""""""value"""""""":""""""""Памятник истории""""""""},{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1913-1915 гг.,NA,50.089536975532297,53.189502777994399,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета  Куйбышевского областного совета  депутатов трудящихся  \""""""""Об охране памятников истории и кул","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/431841"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1177092"""""""",""""""""title"""""""":""""""""431841""""""""}",,,183980,1,NA,NA,NA,NA,/cdm/v2/heritages/1/183980,heritage,2017-12-13 09:51:03,NA,"Самарская область, г. Самара, Самарский район, Куйбышева ул., 92",53.189439999999998,50.089820000000003,"{coordinates:[50.08953697553234,53.189502777994385],type:Point}","50.0895369755323","53.1895027779944"
114,114,Жилой дом,631410167090005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район,  ул. Водников, 31","{""""""""coordinates"""""""":[50.077708,53.181386],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-39053,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание литера А - двухэтажное кирпичное прямоугольное в плане, здани","Граница территории объекта культурного наследия проходит:  - от 21 до 20 с севера на юг 16,13 м. вдоль уличного фасада здания и исторического фро","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,конец XIX века,NA,50.077708000000001,53.181386000000003,"[{""""""""name"""""""":""""""""Постановление Главы Администрации Самарской области  \""""""""О постановке на государственную охрану  недвижимых памятников истории","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4825749"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1177168"""""""",""""""""title"""""""":""""""""4825749""""""""}",Постановление Правительства Самарской области «Об утверждении границ объединенной зоны охраны объекта культурного наследия федерально�,,184652,1,NA,"1992",NA,NA,/cdm/v2/heritages/1/184652,heritage,NA,2024-03-06 11:23:31,"Самарская область, г. Самара, Самарский район,  ул. Водников, 31",53.181359999999998,50.077790000000000,"{coordinates:[50.077708,53.181386],type:Point}","50.077708","53.181386"
115,115,Дом Кокшинова,631410166980005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г.Самара, ул.Фрунзе, 53","{""""""""coordinates"""""""":[50.089261,53.183614],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-33896,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание двухэтажное, кирпичное, П-образной формы в плане, с двумя риза",Границы территории объекта культурного наследия установлены на основании исторических домовладений и описываются точками 1-12.,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1860 - 1870 гг.,NA,50.089261000000000,53.183613999999999,"[{""""""""name"""""""":""""""""Решение Исполнительного Комитета Куйбышевского областного Совета народных депутатов «О выполнении закона РСФСР «Об охране и и","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4703646"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1176388"""""""",""""""""title"""""""":""""""""4703646""""""""}",Приказ управления государственной охраны объектов культурного наследия Самарской области «Об утверждении границ территорий и зон охран�,,184653,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/184653,heritage,NA,2023-06-29 12:01:33,"Самарская область, г.Самара, ул.Фрунзе, 53",53.183660000000003,50.089160000000000,"{coordinates:[50.089261,53.183614],type:Point}","50.089261","53.183614"
116,116,Дом Чаковского,631410632760005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район,  ул. Галактионовская, 41","{""""""""coordinates"""""""":[50.099457,53.187154],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-38955,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание трехэтажное с подвалом, Г-образной формы в плане, с ризалитам�","Границы территории объекта культурного наследия (далее – ОКН) описываются 9-ю точками и начинаются в северной т.1, расположенной на обрезе �","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1890 г.,NA,50.099457000000001,53.187154000000000,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета  Куйбышевского областного Совета народных  депутатов О выполнении закона РСФСР  \""""""""Об охране �","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4823236"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1176592"""""""",""""""""title"""""""":""""""""4823236""""""""}",Границы зоны охраны описываются 8-ю точками и начинаются в северной т.1. Далее в юго-восточном направлении вглубь квартала до т.2. Далее в южн,,184658,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/184658,heritage,NA,2023-10-31 14:46:56,"Самарская область, г. Самара, Самарский район,  ул. Галактионовская, 41",53.187139999999999,50.099589999999999,"{coordinates:[50.099457,53.187154],type:Point}","50.099457","53.187154"
117,117,Пристанские склады,631410167190005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район, ул. М. Горького, 98","{""""""""coordinates"""""""":[50.0751438306884,53.1830177775161],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-39005,2,Регионального значения,NA,NA,1,Памятник,,"Границы территории объекта описываются 19 точками и начинаются в северной т. 1., расположенной на северном углу здания. Далее идут по обрезу","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,,NA,50.075143830688397,53.183017777516099,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета народных депутатов  О выполнении закона РСФСР \""""""""Об охране и","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4710074"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1176801"""""""",""""""""title"""""""":""""""""4710074""""""""}",Приказ управления государственной охраны объектов культурного наследия самарской области «Об утверждении границ территорий и зон охран�,,184670,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/184670,heritage,NA,2022-08-11 11:13:35,"Самарская область, г. Самара, Самарский район, ул. М. Горького, 98",53.183039999999998,50.075000000000003,"{coordinates:[50.0751438306884,53.1830177775161],type:Point}","50.0751438306884","53.1830177775161"
118,118,Усадьба Субботина,631421363290005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, ул. А. Толстого, 22","{""""""""coordinates"""""""":[50.078654568122495,53.180101226822046],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-39108,2,Регионального значения,NA,NA,2,Ансамбль,,"от 33 до 34 с севера на юг 34,7 м. вдоль уличного фасада здания и исторической красной линии застройки квартала по ул. А. Толстого,  - от 34 до 35 с во","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,Дата создания (возникновения) не определена,NA,50.078654568122502,53.180101226822003,"[{""""""""name"""""""":""""""""Решение исполнительного Комитета куйбышевского областного Совета народных депутатов «О принятии на государственную охрану па","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/3674905"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1176214"""""""",""""""""title"""""""":""""""""3674905""""""""}",В целях обеспечения сохранности объектов культурного наследия в их исторической среде на сопряженной с ними территории устанавливается �,,184957,1,NA,"1988",NA,NA,/cdm/v2/heritages/2/184957,heritage,2023-01-12 10:25:43,NA,"Самарская область, г. Самара, ул. А. Толстого, 22",53.192560000000000,50.093629999999997,"{coordinates:[50.078654568122495,53.180101226822046],type:Point}","50.0786545681225","53.180101226822"
119,119,Дом К.П. Головкина,631410167730005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район, ул. Ленинградская, 34","{""""""""coordinates"""""""":[50.090329050262,53.1878738940144],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-38403,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание двухэтажное, каменное, с подвалом, прямоугольное в плане,   с п",1-2 Отрезок границы проходит в дворовой части в направлении юго-восток  2-3 Отрезок границы проходит вдоль стены здания в направлении юго-зап,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1890-е гг.,NA,50.090329050262000,53.187873894014402,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета народных депутатов \""""""""О выполнении закона РСФСР \""""""""Об охране","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/425764"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1176778"""""""",""""""""title"""""""":""""""""425764""""""""}",,,185398,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/185398,heritage,NA,2023-06-30 09:38:20,"Самарская область, г. Самара, Самарский район, ул. Ленинградская, 34",53.187959999999997,50.090420000000002,"{coordinates:[50.090329050262,53.1878738940144],type:Point}","50.090329050262","53.1878738940144"
120,120,Жилой дом,631410884160005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г.Самара, Самарский район, ул. Ленинградская, 46","{""""""""coordinates"""""""":[50.0922012159383,53.1874547208922],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-38396,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная и планировочная структура объекта культурного наследия:  здание трехэтажное кирпичное, П-образной формы в плане",Границы территории объекта культурного наследия определены по границам зарегистрированного кадастрового участка: 63:01:0816010:13.,"[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,начало XX века,NA,50.092201215938303,53.187454720892198,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета народных депутатов \""""""""О выполнении закона РСФСР \""""""""Об охране","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4778410"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1177248"""""""",""""""""title"""""""":""""""""4778410""""""""}",Границы охранной зоны описываются 28-ю точками и начинаются   в северной т.1. Далее в общем юго-восточном направлении до т.5. Далее   в юго- запа,,185405,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/185405,heritage,NA,2022-10-12 06:56:25,"Самарская область, г.Самара, Самарский район, ул. Ленинградская, 46",53.187489999999997,50.092140000000001,"{coordinates:[50.0922012159383,53.1874547208922],type:Point}","50.0922012159383","53.1874547208922"
121,121,Жилой дом,631410168640005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Самарская область, г. Самара, Самарский район,  ул. Ленинградская, 22","{""""""""coordinates"""""""":[50.088264,53.188573],""""""""type"""""""":""""""""Point""""""""}",63,Самарская область,63-38119,2,Регионального значения,NA,NA,1,Памятник,"Объёмно-пространственная композиция объекта культурного наследия:   - здание двухэтажное, П-образное в плане, с мезанином, аркой проезда, э�","Границы территории объекта культурного наследия описываются 6-ю точками и начинается в северной т.1, расположенной на северном углу здания","[{""""""""id"""""""":""""""""3"""""""",""""""""value"""""""":""""""""Памятник градостроительства и архитектуры""""""""}]",2,нет,2,нет,NA,1913 - 1914 гг.,NA,50.088264000000002,53.188572999999998,"[{""""""""name"""""""":""""""""Решение Исполнительного комитета Куйбышевского областного Совета народных депутатов \"""""""" О выполнении закона РСФСР \""""""""Об охран�","{""""""""url"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/4758085"""""""",""""""""preview"""""""":""""""""https://okn-mk.mkrf.ru/maps/show/id/1177209"""""""",""""""""title"""""""":""""""""4758085""""""""}",Приказ управления государственной охраны объектов культурного наследия Самарской области «Об утверждении границ зон охраны объектов ку�,,185887,1,NA,"1987",NA,NA,/cdm/v2/heritages/1/185887,heritage,NA,2022-09-23 12:50:37,"Самарская область, г. Самара, Самарский район,  ул. Ленинградская, 22",53.188429999999997,50.087940000000003,"{coordinates:[50.088264,53.188573],type:Point}","50.088264","53.188573"
